confectionery_name,province,phone_number,cost,work_start,work_end,confectionery_address,hookah,internet,delivery,smoking,open_space,live_music,parking,pos,food_quality,service,cost_value,environment,follower,lat,lon
"کافه,شیرینی فروشی لارنس",شهرک غرب,88369885,2,11:00:00,23:00:00,شهرک غرب،بلوار فرحزادی انتهای سپهر،گلبرگ سوم،مرکز خرید یادگار،طبقه اول،راهروی A شرقی واحد 68,False,False,True,False,False,False,False,True,5,5,5,5,0,35.76781479171308,51.34717673063278
نان و شیرینی نان و شیرینی تهران,بزرگراه رسالت,77898481,2,10:00:00,22:00:00,بزرگراه رسالت، خیابان دکتر آیت، روبروی متروی سرسبز,False,False,False,False,False,False,False,True,5,5,5,5,0,35.7363809,51.4948598
شیرینی فروشی الف(زعفرانیه),خیابان زعفرانیه.مقدس اردبیلی.خیابان الف,22024725,1,08:30:00,10:30:00,خیابان زعفرانیه.مقدس اردبیلی.خیابان الف,False,False,False,False,False,False,False,True,3,3,3,3,0,35.79803682300211,51.41187965869903
شیرینی فروشی علی کنتیا,میدان آرژانتین,88856519,2,08:00:00,23:00:00,میدان آرژانتین، ابتدای خیابان الوند، پلاک۱۲,False,False,False,False,False,False,False,True,0,0,0,0,0,35.73778293073813,51.41503930091858
"بوتیک کیک,شیرینی فروشی تک سین (تجریش)",تجریش,22710383,2,10:00:00,23:00:00,تجریش، میدان قدس، ابتدای خیابان دربند، پلاک ۱۹,False,False,False,False,False,False,False,True,5,4,4,4,0,35.80565963204267,51.43414903771287
"نان و شیرینی,شیرینی فروشی نان سحر (مرزداران)",بلوارمرزداران,44248631,2,07:00:00,22:00:00,بلوارمرزداران، بلوار6 ،خیابان گلها، خیابان بوستان,False,False,True,False,False,False,False,True,0,0,0,0,0,35.73818733442214,51.33763074874878
شیرینی فروشی کسری,تجریش,22213116,2,08:00:00,21:00:00,تجریش،خیابان شهید دربندی،چهارراه حسابی,False,False,False,False,False,False,False,True,0,0,0,0,0,35.79918031009185,51.42622143030166
شیرینی فروشی شاهنگ,سعادت اباد,22071593,2,08:30:00,22:00:00,سعادت اباد، بین پاکنژاد و فرحزادی، بالای اتوبان نیایش، خیابان مطهری,False,False,False,False,False,False,False,True,5,5,4,5,0,35.77592553653579,51.35867536067963
,فلکه اول تهرانپارس.خیابان 154 شرقی,77874465,1,08:00:00,22:30:00,فلکه اول تهرانپارس.خیابان 154 شرقی,False,True,False,False,False,False,False,False,5,5,5,5,0,35.72691823455399,51.52111114548461
شیرینی فروشی لادن (سعادت آباد),سعادت آباد,22092330,2,08:00:00,22:00:00,سعادت آباد، سرو غربی، نبش بلوار شهرداری,False,False,False,False,False,False,False,True,0,0,0,0,0,35.78045468523389,51.36767021736887
شیرینی فروشی نان و شیرینی سرو,خیابان ستارخان,66518417,2,08:00:00,22:00:00,خیابان ستارخان، انتهای یکم دریان نو، همایونشهر جنوبی، پلاک 39,False,False,False,False,False,False,False,True,0,0,0,0,0,35.7109187862264,51.3545711344992
کافه کیک استدیو ورتا,خ انقلاب,66475300,1,08:00:00,22:30:00,خ انقلاب، بین چهارراه وصال و اسکو، پلاک 979 جنب سینما سپیده,False,False,False,True,False,False,False,True,4,3,4,4,0,35.7012545799838,51.3999009132385
شیرینی فروشی فرد توکلی,خیابان شهید بهشتی خیابان شهید صابونچی (مهناز سابق) نبش کوچه ۴ پلاک ۱۶,88753815,2,08:30:00,21:00:00,خیابان شهید بهشتی خیابان شهید صابونچی (مهناز سابق) نبش کوچه ۴ پلاک ۱۶,False,False,False,False,False,False,False,True,5,5,5,4,0,35.732203582597,51.4326217966704
شیرینی فروشی تامای,بلوارآيت اله كاشاني,44000263,2,08:00:00,23:00:00,بلوارآيت اله كاشاني،نرسيده به پمپ بنزين,False,False,False,False,False,False,False,True,5,5,5,5,0,35.72446171626677,51.32688836229761
شیرینی فروشی ماسیس,نارمك,77815329,2,08:00:00,21:30:00,نارمك ، مسیل باختر ، نبش خیابان 84 ، پلاک 274,False,False,False,False,False,False,False,True,5,5,5,5,0,35.7166673871771,51.4806931725699
"کافه,نان و شیرینی,شیرینی فروشی لوندر (فرمانیه)",فرمانیه,26149830,2,07:30:00,22:30:00,فرمانیه، ابتدای دیباجی شمالی,False,False,False,False,False,False,False,True,3,5,4,4,0,35.80012851224379,51.4673347437581
"بوتیک کیک,شیرینی فروشی بوتیک شیرینی تارتین",میدان ونک,22266625,2,10:00:00,20:00:00,میدان ونک، بزرگراه شهید حقانی، بعد از کتابخانه ملی، هتل بزرگ ارم,False,False,False,False,False,False,False,True,0,0,0,0,0,35.75139817645566,51.43719166517258
شیرینی فروشی الف (سعادت آباد),سعادت آباد,22386873,2,09:00:00,23:00:00,سعادت آباد،  میدان کتاب،  خیابان کوهستان،  جنب مجتمع اپال,False,False,False,False,False,False,False,True,2,2,4,2,0,35.77631614583981,51.34950622916221
شیرینی فروشی لوکس تبریز,خیابان امیر آباد,66121433,2,10:00:00,22:00:00,خیابان امیر آباد، بالاتر از تقاطع بلوار کشاورز، روبروی درب پارک لاله,False,False,False,False,False,False,False,True,3,3,4,3,0,35.70963127973109,51.38988822698593
شیرینی فروشی دانمارکی زعفرانیه,خیابان ولیعصر,22666645,2,08:00:00,22:00:00,خیابان ولیعصر،سه راه زعفرانیه،خیابان مقدس اردبیلی پلاک58,False,False,False,False,False,False,False,True,0,0,0,0,0,35.80002003519522,51.41543090343475
بوتیک کیک تیستی روم,شهرک غرب,09194000421,2,10:00:00,22:00:00,شهرک غرب، خیابان ایران زمین ، جنب فرهنگسرا ابن سینا,False,False,False,False,True,False,False,True,3,2,4,2,0,35.76668853622531,51.38010621070862
"کافه,شیرینی فروشی کانتینر (سعادت آباد)",سعادت آباد,22140603,2,08:00:00,00:00:00,سعادت آباد، میدان فرهنگ، بلوار ۲۴ متری، نبش هفتم شرقی,False,False,True,False,False,False,False,True,0,0,0,0,0,35.78571739137356,51.38445675373077
شیرینی فروشی سالوت,تهران تهرانپارس,77869267,2,09:00:00,21:30:00,تهران تهرانپارس، 45 متری رسالت، بین رشید و تیرانداز، پلاک 166,False,False,False,False,False,False,False,True,4,2,3,3,0,35.73149018834601,51.52510643005371
شیرینی فروشی تک سین (نیلوفر),میدان نیلوفر,88175247,2,08:00:00,00:00:00,میدان نیلوفر،خیابان عشقیار،نبش خ پنجم،پلاک ۳۳/۱,False,False,True,False,False,False,False,True,0,0,0,0,0,35.73743730819601,51.43275059759617
شیرینی فروشی ایروان,خیابان کریمخان زند,88841491,2,09:00:00,21:00:00,خیابان کریمخان زند،خیابان قائم مقام،بالاتر از خیابان مشاهیر،پلاک 51,False,False,False,False,False,False,False,True,0,0,0,0,0,35.71840125937958,51.42300143837929
شیرینی فروشی کاج,مجیدیه جنوبی,88415907,2,08:00:00,22:00:00,مجیدیه جنوبی، ۱۶ متری اول، نبش کوچه چهارم,False,False,False,False,False,False,False,True,0,0,0,0,0,35.73455548346985,51.46743569112402
شیرینی فروشی پانیذ,مجیدیه جنوبی,22500616,2,08:30:00,22:00:00,مجیدیه جنوبی،خیابان استاد حسن بنا،سه راه ارامنه پلاک ۲۰۶,False,False,False,False,False,False,False,True,0,0,0,0,0,35.73526066813871,51.46289728581905
نان و شیرینی بوی گندم,نارمک,77971987,2,09:00:00,22:00:00,نارمک،  خیابان جانبازان شرقی،  نرسیده به تقاطع دردشت,False,True,False,False,False,False,False,True,5,5,5,5,0,35.72907496262909,51.50270260870457
شیرینی فروشی پدیده غرب,شهرک گلستان,44745580,2,08:30:00,22:00:00,شهرک گلستان،بلوار گلها،نبش بنفشه ششم،پلاک۹۲,False,False,False,False,False,False,False,True,4,5,4,4,0,35.75263783891528,51.24685943126678
شیرینی فروشی کوکی باکس (جردن),خیابان جردن,22056255,2,09:00:00,22:00:00,خیابان جردن،بلوارگل آذین،پلاک 10,False,False,False,False,False,False,False,True,0,0,0,0,0,35.77868043361973,51.42318785190582
شیرینی فروشی پای لند,خیابان انقلاب,66974687,2,09:00:00,21:00:00,خیابان انقلاب، خیابان صبای جنوبی( برادران مظفر)، پلاک ۴۴,False,False,False,False,False,False,False,True,0,0,0,0,0,35.69995781132054,51.40381380981264
"نان و شیرینی,شیرینی فروشی نان وشیرینی سحر(شهرک غرب)",شهرک غرب,88561694,2,07:00:00,22:00:00,شهرک غرب، بلوار دادمان، خیابان درختی، روبه رو پارک سپهر,False,False,False,False,False,False,False,True,5,5,2,5,0,35.76669832982002,51.35465741157532
شیرینی فروشی شیرینی جشنواره شعبه 2,شریعتی,40224506,3,09:00:00,23:00:00,شریعتی،قیطریه ،ابتدای بلوار صبا پلاک ۱۷۷,False,False,True,False,False,False,False,True,0,0,0,0,0,35.79412001704677,51.43625557422638
شیرینی فروشی گلستان (جنت آباد),جنت آباد,44605063,2,08:00:00,22:00:00,جنت آباد، خیابان مخبری، بین ستاری و شاهین، نبش سوسن آبادی,False,False,False,False,False,False,False,True,0,0,0,0,0,35.747038,51.313269
شیرینی فروشی قائم,خیابان پیروزی,77406591,2,08:30:00,23:00:00,خیابان پیروزی، خیابان پنجم نیروی هوایی، فلکه دوم,False,False,False,False,False,False,False,True,0,0,0,0,0,35.6982742049726,51.4874710155462
"کافه,بوتیک کیک دوناتو (بام لند)",دریاچه خلیج فارس,09023008767,1,11:00:00,00:00:00,دریاچه خلیج فارس، بام لند، ورودی بی، کیوسک دوناتو,False,False,True,False,False,False,True,True,5,4,4,4,0,35.74563278485873,51.22182369232178
شیرینی فروشی باقلوا استانبولی نفیس,تهرانسر,44516067,2,10:00:00,23:00:00,تهرانسر، میدان کمال الملک، نبش خیابان راسخ مهر (یکم),False,False,False,False,False,False,False,True,0,0,0,0,0,35.70239683095904,51.25458761909499
شیرینی فروشی دیافه,خیابان ستارخان,66511616,2,09:00:00,21:00:00,خیابان ستارخان، بین پل ستارخان و سه راه تهران ویلا، روبروی بانک ملی، کافه قنادی دیافه  تلفن:,False,False,False,False,False,False,False,True,3,2,2,3,0,35.7197335260325,51.3614537685238
شیرینی فروشی باکلاواچی,یوسف آباد,88066262,2,10:00:00,22:00:00,یوسف آباد،نرسیده به میدان کلانتری،پلاک ۳۲۱,False,False,False,False,False,False,False,True,0,0,0,0,0,35.73646606513932,51.4056711214522
,سعادت آباد,22355932,2,10:00:00,00:00:00,سعادت آباد،خیابان کوهستان،نرسیده به میدان کتاب پلاک 8,False,False,False,False,False,False,False,True,4,4,2,3,0,35.77706500533856,51.35514409361156
شیرینی فروشی الف (شهرک راه آهن),شهرک راه آهن,44768440,2,09:30:00,23:00:00,شهرک راه آهن ، بلوار امیرکبیر,False,False,False,False,False,False,False,True,4,4,3,3,0,35.7470304438763,51.24190949818717
شیرینی فروشی مرکزی,خیابان جمهوری چهارراه مخبرالدوله جنب کوچه نوشین پلاک229,33115984,2,09:00:00,22:00:00,خیابان جمهوری چهارراه مخبرالدوله جنب کوچه نوشین پلاک229,False,False,False,False,False,False,False,True,5,4,4,5,0,35.69334690528972,51.4239685220939
شیرینی فروشی فم شیک,ضلع جنوبی خیابان انقلاب,66707811,2,09:30:00,22:00:00,ضلع جنوبی خیابان انقلاب، مابین چهارراه کالج و میدان فردوسی، نبش کوچه‌ی ابیورد، پلاک ۸۵۶,False,False,False,False,False,False,False,True,3,2,2,2,0,35.70126743724407,51.41534558156377
,کلاهدوز,22547947,2,08:30:00,22:00:00,کلاهدوز، دولت، روبروی پمپ بنزین دیباجی، پلاک ۱۶۷,False,False,False,False,False,False,False,False,1,1,1,1,0,35.7802626673541,51.4590610706674
,فرمانیه,22203439,1,08:00:00,23:00:00,فرمانیه، بلوار شهید اندرزگو، روبروی بانک پاسارگاد، شماره66,False,False,False,False,False,False,False,True,0,0,0,0,0,35.80028122378757,51.4511220195709
شیرینی فروشی لبنانی لیالی,شهرک غرب,86129031,2,10:30:00,23:00:00,شهرک غرب، بلوار فرحزادی، بین دادمان و دریا، نبش بوستان یکم، شماره 46,False,False,False,False,False,False,False,True,5,5,5,5,0,35.7692469,51.3599657
شیرینی فروشی الهیه 33 (آصف),زعفرانیه,22410133,2,10:00:00,23:00:00,زعفرانیه، خیابان آصف،پلاک ۳۵,False,False,False,False,False,False,False,True,0,0,0,0,0,35.80882084266965,51.41529813408851
شیرینی فروشی خوشه,خیابان پیروزی,33787157,2,08:30:00,21:00:00,خیابان پیروزی، روبروی اداره برق، پلاک ۱۰۷۰,False,False,False,False,False,False,False,True,0,0,0,0,0,35.68982722052159,51.45042568445206
شیرینی فروشی بال دی بال,بلوار اصلی شهرک اکباتان,44656853,2,07:30:00,22:00:00,بلوار اصلی شهرک اکباتان ،خیابان عظیمی ، شیرینی سرای بال دی بال,False,False,False,False,False,False,False,True,5,4,4,5,0,35.70619706711921,51.31779527971957
شیرینی فروشی مرسی,مجیدیه جنوبی,88474817,2,08:30:00,23:00:00,مجیدیه جنوبی، ۱۶ متری اول جنوبی مجیدیه،نبش کوچه کسری,False,False,False,False,False,False,False,True,0,0,0,0,0,35.73490305991825,51.46749258041382
شیرینی فروشی الهیه 33 (نیاوران),نیاوران,22803833,2,10:00:00,23:00:00,نیاوران،خیابان عمار،نرسیده به سه راه یاسر،پلاک ۳۵,False,False,False,False,False,False,False,True,4,1,4,3,0,35.8124060369736,51.45113915205002
شیرینی فروشی لندو,خیابان شریعتی,22004009,2,09:00:00,23:00:00,خیابان شریعتی، خیابان شهید کلاهدوز(دولت)، نبش کوچه معتقد,False,False,True,False,False,False,False,True,4,3,4,4,0,35.77673449824473,51.44156500697136
شیرینی فروشی الماس غرب,آیت الله کاشانی.بلوار شقایق شمالی.نبش فروشگاه جانبو,44174377,2,08:00:00,22:30:00,آیت الله کاشانی.بلوار شقایق شمالی.نبش فروشگاه جانبو,False,False,False,False,False,False,False,True,0,0,0,0,0,35.73497708549601,51.30569368600845
"کافه,شیرینی فروشی لوندر (زعفرانیه)",خیابان ولیعصر,22176249,2,08:00:00,22:00:00,خیابان ولیعصر، خیابان زعفرانیه، خیابان مقدس اردبیلی، نرسیده به پسیان، پلاک 27,False,False,False,False,False,False,False,True,0,0,0,0,0,35.8020512190365,51.4175455034633
شیرینی فروشی پاندورا,میدان فاطمی,88963989,2,09:00:00,22:30:00,میدان فاطمی ، ابتدای خیابان شهید گمنام,False,False,False,False,False,False,False,True,0,0,0,0,0,35.7203154126837,51.4036560058594
نان و شیرینی خانه نان جهان هوشیار,پونک,44411096,2,06:00:00,00:00:00,پونک، مخبری، بعد از تقاطع سردار جنگل، پلاک 124,False,False,False,False,False,False,False,True,0,0,0,0,0,35.75612639110503,51.32597808438095
شیرینی فروشی نشاط,میدان نامجو,77572461,2,09:00:00,22:00:00,میدان نامجو ،ضلع جنوب غربی، جنب سینما کوچ,False,False,True,False,False,False,False,True,0,0,0,0,0,35.71672,51.45485
شیرینی فروشی پاستور,خیابان انقلاب,66406044,2,09:00:00,22:15:00,خیابان انقلاب، خیابان ۱۲ فروردین بین خیابان پاستور و آذربایجان,False,False,False,False,False,False,False,True,3,2,2,3,0,35.6929750279211,51.396113494534
شیرینی فروشی باقلوای لبنانی پاکان (حلویات بیروت),تهران,22215354,2,15:00:00,00:00:00,تهران، دولت آباد، بلوار قدس، بعد از خیابان ۵۷، پ ۷۲,False,False,False,False,False,False,False,True,0,0,0,0,0,35.62093652285549,51.45958006381988
شیرینی فروشی آزالیا,پونک,44448932,2,09:00:00,22:00:00,پونک،سردارجنگل جنوبی،پایین ترازچهارراه مخبری,False,False,False,False,False,False,False,True,0,0,0,0,0,35.75521070270481,51.32371544837952
"نان و شیرینی,شیرینی فروشی کوکی باکس (کوه نور)",تقاطع کامرانیه و فرمانیه,22832293,2,10:00:00,22:00:00,تقاطع کامرانیه و فرمانیه،مجتمع تجاری کوه نور،واحد10,False,False,True,False,False,False,True,True,0,0,0,0,0,35.80130577419823,51.46191293195341
"کافه,شیرینی فروشی سالومه",خیابان پیروزی,33829790,2,08:30:00,23:00:00,خیابان پیروزی،بلوار ابوذر،پل پنجم،مسلم شمالی,False,False,False,False,False,False,False,True,5,5,5,4,0,35.655134309871,51.48132741451263
شیرینی فروشی وانیلا (اقدسیه),اقدسیه فیروز بخش,26120203,2,10:00:00,21:00:00,اقدسیه فیروز بخش,False,False,False,False,False,False,False,True,0,0,0,0,0,35.8061371429544,51.4774060249329
شیرینی فروشی ضیافت,شهرک غرب,,2,08:00:00,22:00:00,شهرک غرب ،خیابان پونک باختری،مقابل مجتمع تجاری سپهر,False,False,False,False,False,False,False,True,0,0,0,0,0,35.7655368971123,51.3551781344915
شیرینی فروشی کوک (سعادت آباد),سعادت آباد.بلوار 24متری.خیابان دشت بهشت.نبش پیربسطامی,22092044,2,09:00:00,21:00:00,سعادت آباد.بلوار 24متری.خیابان دشت بهشت.نبش پیربسطامی,False,False,False,False,False,False,False,True,3,4,3,3,0,35.78810968455935,51.3829493522644
شیرینی فروشی رضا,یوسف آباد بالاتر از پمپ بنزین – نبش کوچه 62 – پلاک 444,88037706,2,08:00:00,22:30:00,یوسف آباد بالاتر از پمپ بنزین – نبش کوچه 62 – پلاک 444,False,False,False,False,False,False,False,True,1,1,1,1,0,35.74464227532293,51.40482276678085
شیرینی فروشی روژان,صادقیه,44095099,2,08:00:00,22:00:00,صادقیه، ابتدای بلوار فردوس شرق، بین ولیعصر و قبادی پلاک: 47,False,False,True,False,False,False,False,True,0,0,0,0,0,35.7229633691768,51.3285680758716
شیرینی فروشی زیتون,خیابان پیروزی,33784070,2,08:00:00,22:00:00,خیابان پیروزی، چهارصددستگاه، روبروی خیابان پرواز ، نرسیده به خیابان زینتی افخمی، پلاک359,False,False,False,False,False,False,False,True,4,4,4,3,0,35.6904983938597,51.4609741764051
شیرینی فروشی ناتلی (هروی),میدان هروی,87108,2,08:00:00,23:00:00,میدان هروی،نبش خیابان ضابطی,False,False,True,False,False,False,False,True,5,5,5,5,0,35.76626976815763,51.47896683574299
شیرینی فروشی بابانوروز,سهروردی جنوبی.چهارراه دیبا.خیابان ملایری پور.پلاک 12/9,88302262,2,08:30:00,23:00:00,سهروردی جنوبی.چهارراه دیبا.خیابان ملایری پور.پلاک 12/9,False,False,False,False,False,False,False,True,0,0,0,0,0,35.71984722243776,51.43373161554336
شیرینی فروشی عمه عادله,شهرک گلستان,44754237,2,09:00:00,23:00:00,شهرک گلستان، بلوار کاج، پلاک ۹۵/۱,False,False,False,False,False,False,False,True,4,3,3,4,0,35.75648513192069,51.24014586210251
شیرینی فروشی وانیلا (فرشته),خیابان فرشته,22009400,2,09:00:00,23:00:00,خیابان فرشته، جنب شبدیز،پلاک61,False,False,True,False,False,False,False,True,0,0,0,0,0,35.7902873284648,51.4215282614271
"نان و شیرینی,بوتیک کیک,شیرینی فروشی,اسنک و شورینی لادن (تجریش)",ضلع غربی میدان تجریش,22710555,2,09:00:00,22:00:00,ضلع غربی میدان تجریش، ابتدای خیابان ولیعصر,False,False,False,False,False,False,False,True,3,2,3,3,0,35.8050005297201,51.43390623350569
شیرینی فروشی ناتلی (پاسداران),خیابان پاسداران,87108,2,09:00:00,22:00:00,خیابان پاسداران، خیابان گیلان غربی، خیابان فرخی یزدی ، نبش پنجم شرقی,False,False,False,False,False,False,False,True,3,3,3,3,0,35.75943441587444,51.45861580967903
,پاسدران,22584703,2,08:30:00,22:00:00,پاسدران،برج سفید نیستان هفتم میدان احتشامیه قنادی پاپیون,False,False,False,False,False,False,False,False,0,0,0,0,0,35.7684889845833,51.454670882602
شیرینی فروشی درباری,اقدسيه,26103349,2,11:00:00,23:00:00,اقدسيه،نبش خيابان لنگری،جنب رستوران اقدسيه پلاك4,False,False,False,False,False,False,False,True,4,4,5,4,0,35.80017405445599,51.48417879446026
شیرینی فروشی شان بابا,کاشانک,22838428,2,09:00:00,23:00:00,کاشانک، جنب مسجد والفجر، پلاک۲۲۱,False,False,False,False,False,False,False,True,5,5,3,5,0,35.81497370444442,51.47955849766731
شیرینی فروشی گل بانو,خیابان انقلاب,66702564,2,10:00:00,22:00:00,خیابان انقلاب،خیابان رازی،خیابان استادشهریار ،پلاک ۳۰,False,False,False,False,False,False,False,True,0,0,0,0,0,35.70041272308279,51.40880651772022
نان و شیرینی نان سحر (شیخ بهائی),ونک,88604160,2,07:00:00,22:00:00,ونک،  خیابان ملاصدرا، خیابان شیخ بهایی، بالاتر از کوچه حاضری، پلاک 91,False,False,False,False,False,False,False,True,0,0,0,0,0,35.7611440798731,51.39610022306442
"نان و شیرینی,بوتیک کیک,شیرینی فروشی لادن طلایی (شهرک گلستان)",شهرک راه آهن (گلستان),,2,10:00:00,22:00:00,شهرک راه آهن (گلستان)، بلوار امیرکبیر، بلوار هاشم زاده، نبش سروستان هشتم، پلاک 64,False,False,False,False,False,False,False,True,0,0,0,0,0,35.7540091726077,51.23443007469177
"کافه,شیرینی فروشی فرنوش",خیابان کمیل,55427329,2,10:00:00,23:00:00,خیابان کمیل،بعد از پل نواب،نبش خیابان خرمشهر,False,False,True,False,False,False,False,True,4,4,4,5,0,35.681993778812,51.38321028469943
شیرینی فروشی مارون,بزرگراه رسالت,22522008,2,09:00:00,23:00:00,بزرگراه رسالت، خیابان اثنی عشری،پلاک 169,False,False,False,False,False,False,False,True,0,0,0,0,0,35.73883638434967,51.4711279777423
شیرینی فروشی مافین,نارمک,77901269,2,09:00:00,21:00:00,نارمک، خیابان ۴۶ متری غربی(ثانی)، پلاک ۳۲۶,False,False,False,False,False,False,False,True,0,0,0,0,0,35.72035243226016,51.48970931768417
"کافه,نان و شیرینی,شیرینی فروشی نارون (انقلاب)",خیابان انقلاب,66769081,2,09:00:00,00:00:00,خیابان انقلاب، نرسیده به خیابان ویلا جنب قهوه ست ، پلاک ۸۵۰,False,False,False,False,False,False,False,True,4,4,4,4,0,35.70129691323974,51.41515952773955
نان و شیرینی سامان,پونک,44620204,2,08:00:00,23:00:00,پونک،بلوار میرزا بابایی،نبش عدل,False,False,False,False,False,False,False,True,0,0,0,0,0,35.76056865417776,51.33075448009947
"نان و شیرینی,شیرینی فروشی نهال",تهرانپارس,,2,10:00:00,22:00:00,تهرانپارس، قنات کوثر، بلوار مطهری، نبش کوچه یکم مرکزی,False,False,False,False,False,False,False,True,0,0,0,0,0,35.75300353021053,51.53076589107513
شیرینی فروشی هانی بال,خیابان کارگر شمالی,88969498,2,08:00:00,22:00:00,خیابان کارگر شمالی،نرسیده به بلوار کشاورز،پلاک ۱۵۴۵,False,False,False,False,False,False,False,True,3,3,3,3,0,35.70669321875775,51.39058426022529
شیرینی فروشی سولدوز (دارآباد),میدان دارآباد,22802007,2,08:30:00,23:00:00,میدان دارآباد،ابتدای سبکرو,False,False,False,False,False,False,False,True,0,0,0,0,0,35.8180829,51.4914058
شیرینی فروشی برکت,خیابان شریعتی,88400864,2,08:30:00,22:00:00,خیابان شریعتی، خیابان پلیس، ضلع جنوبی میدان زندان، پلاک 47,False,False,False,False,False,False,False,True,0,0,0,0,0,35.72077159839829,51.44336711680807
شیرینی فروشی ژاندارک,خیابان کارگر شمالی,66418841,2,09:00:00,22:00:00,خیابان کارگر شمالی، بالای میدان انقلاب، نبش رستم,False,False,False,False,False,False,False,True,0,0,0,0,0,35.701937,51.391078
شیرینی فروشی نون خامه ای (بوتیک مال),خیابان فیاضی,26353224,1,09:00:00,11:00:00,خیابان فیاضی،نبش خیابان بوسنی هرزگوین،بوتیک مال ملل,False,False,False,False,False,False,False,True,0,0,0,0,0,35.79085001741627,51.42038092017174
شیرینی فروشی باقلوا عسلی ترکی,شهرک غرب,9196518780,2,11:00:00,23:00:00,شهرک غرب،بلوار دادمان،خیابان بهارستان،جنب مرکز خرید سپهر پلاک2,False,False,False,False,False,False,False,True,5,4,3,4,0,35.76568596202306,51.35584799910432
شیرینی فروشی الف (تهرانپارس),تهرانپارس,76702049,2,09:00:00,22:00:00,تهرانپارس، فلكه اول، خيابان گلبرگ، روبه روي در پاساژ سپيد,False,False,False,False,False,False,False,True,0,0,0,0,0,35.7296557026317,51.519026029903
شیرینی فروشی پارک,میدان هروی,22551783,2,10:00:00,21:00:00,میدان هروی، خیابان ساقدوش، روبروی کوچه بوستان هفتم,False,False,False,False,False,False,False,True,0,0,0,0,0,35.76343590790105,51.46976038813591
شیرینی فروشی سهروردی,سهروردی جنوبی,88403300,2,08:00:00,22:00:00,سهروردی جنوبی ،   پایین تر از چهارراه مطهری ،  روبروی راهنمایی و رانندگی,False,False,False,False,False,False,False,False,0,0,0,0,0,35.72331774102985,51.43512113732868
شیرینی فروشی مهماندوست,افرسیه,33148595,2,09:00:00,22:00:00,افرسیه، پانزده متری اول، نبش خیابان 30,False,False,False,False,False,False,False,True,0,0,0,0,0,35.65525744602912,51.49114698171615
شیرینی فروشی پاییزان,بلوار فردوس غرب,44127786,2,08:00:00,23:00:00,بلوار فردوس غرب، نبش خیابان پروانه شمالی,False,False,False,False,False,False,False,True,0,0,0,0,0,35.7268535168765,51.3042741186221
شیرینی فروشی فردسینا,بزرگراه نواب(جنوب به شمال),55415464,2,08:00:00,21:00:00,بزرگراه نواب(جنوب به شمال)، خیابان محبوب مجاز شرقی، ابتدای رسول قدیمی، پلاک102,False,False,False,False,False,False,False,True,0,0,0,0,0,35.67815197269719,51.3858145015547
شیرینی فروشی نیشکر جردن,بلوار آفریقا به سمت شمال,22047250,2,08:00:00,00:00:00,بلوار آفریقا به سمت شمال، بالاتر از بلوار اسفندیار، نبش بن بست تندیس,False,False,False,False,False,False,False,True,0,0,0,0,0,35.77532928242172,51.42174482345581
شیرینی فروشی قنادباشی,خیابان ستار خان,66576292,1,08:30:00,23:00:00,خیابان ستار خان ، نبش خیابان باقر خان,False,False,False,False,False,False,False,True,0,0,0,0,0,35.71031595237172,51.37260011753824
شیرینی فروشی کوکی باکس (سام سنتر),خيابان وليعصر,22659869,2,09:00:00,22:00:00,خيابان وليعصر، خيابان فرشته، مجتمع سام سنتر طبقه همكف,False,False,False,False,False,False,True,True,0,0,0,0,0,35.79084349033636,51.41963258385658
,میدان دارآباد,26106678,1,10:00:00,22:00:00,میدان دارآباد، پلاک 116,False,False,False,False,False,False,False,True,0,0,0,0,0,35.81983195834769,51.49249506644992
